Buyer;BuyerSubSector;Client;ClientSubSector;NDeals;NumberOfNDAPerBuyerInSubSector;NumberOfGosPerBuyerInSubSector;NumberOfGosPerSizeInSubSector;NumberOfNBOperDealsInSubSector;AverageSizePerDealInSubSector;MedianSizePerDealInSubSector;NBOLastDatePerDealInSubSector;DealClosePerClientSector;LastDateCloseDealPerInSubSector;MostRecentContact;IsEqual
Aché Laboratórios;;Almeida Prado;Indústria Farmacêutica;8;1;1;0;0;175;175;;0;;elizangela.kioko@ache.com.br;false
Aché Laboratórios;;Vitabe;Produtos de Uso Pessoal e Cosméticos;8;1;2;0;0;600;600;;0;15/10/2021 00:00;elizangela.kioko@ache.com.br;false
Aché Laboratórios;;Framework;IT Services;8;0;2;0;0;175;175;;0;11/02/2022 00:00;elizangela.kioko@ache.com.br;false
Aché Laboratórios;;Skala;Produtos de Uso Pessoal e Cosméticos;8;1;2;0;0;600;600;;0;15/10/2021 00:00;elizangela.kioko@ache.com.br;false
Aché Laboratórios;;Lola Cosmetics;Produtos de Uso Pessoal e Cosméticos;8;1;2;0;0;600;600;;0;15/10/2021 00:00;elizangela.kioko@ache.com.br;false
Aché Laboratórios;;Salon Line;Produtos de Uso Pessoal e Cosméticos;8;1;2;0;0;600;600;;0;15/10/2021 00:00;elizangela.kioko@ache.com.br;false
Acino;Indústria Farmacêutica;Bionatus 2022;Indústria Farmacêutica;1;0;0;0;0;50;50;;0;;;true
Acon Investments;Asset Management;iByte;Varejo Especializado;54;3;5;1;0;400;400;;0;25/02/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Parque das Flores;Dental & Medical devices (produção e distribuição);54;0;4;1;0;175;175;;1;03/06/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Piticas;Varejo Especializado;54;3;5;1;0;400;400;;0;25/02/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Globalbev;Bebidas;54;2;2;0;0;100;100;;0;21/09/2021 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Kiko's;Varejo Especializado;54;3;5;1;0;400;400;;0;25/02/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Piticas;Varejo Especializado;54;3;5;1;0;400;400;;0;25/02/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Vitabe;Produtos de Uso Pessoal e Cosméticos;54;2;0;0;1;600;600;06/10/2021 14:45;0;15/10/2021 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Plastilit SA;Industria e distribuição de Químicos & Ingredientes;54;1;2;0;0;;;;0;01/12/2021 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Sankhya;Software;54;0;3;2;0;350;350;;2;04/04/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Bel Cosméticos;Varejo Especializado;54;3;5;1;0;400;400;;0;25/02/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Colégio GGE;Ensino Básico;54;1;1;0;0;;;;0;;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Piramidal 2020;Industria e distribuição de Químicos & Ingredientes;54;1;2;0;0;;;;0;01/12/2021 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Loja do Mecânico;Distribuição industrial;54;2;2;0;1;;;11/06/2020 16:34;2;10/12/2021 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;E-law 2021;Software;54;0;3;2;0;350;350;;2;04/04/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Nativa Agro;Fertilizantes & Defensivos;54;0;1;0;0;300;300;;0;03/02/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Magnamed;Dental & Medical devices (produção e distribuição);54;0;4;1;0;175;175;;1;03/06/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;LanLimp 2022;Distribuição industrial;54;2;2;0;1;;;11/06/2020 16:34;2;10/12/2021 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Max Milhas;Varejo Especializado;54;3;5;1;0;400;400;;0;25/02/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Iaudit;Serviços de Engenharia e TIC;54;0;0;0;0;200;200;;0;27/04/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Sweet Fruits;Frutas. Legumes e Verduras;54;0;1;0;0;;;;0;;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Coco do Vale;Bebidas;54;2;2;0;0;100;100;;0;21/09/2021 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Hinove;Fertilizantes & Defensivos;54;0;1;0;0;300;300;;0;03/02/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;BR Media;Marketing Services;54;0;0;0;0;200;200;;0;26/05/2021 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Sorocaps;Indústria Farmacêutica;54;0;1;1;0;250;250;;0;;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Vortx;Fintech;54;2;1;0;0;;;;2;31/08/2021 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Clamper;Indústria Pesada. Máquinas e Equipamentos;54;0;1;0;0;300;300;;0;06/05/2021 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Medsystems;Dental & Medical devices (produção e distribuição);54;0;4;1;0;175;175;;1;03/06/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Siagri + Datacoper;Software;54;0;3;2;0;350;350;;2;04/04/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Vortx;Fintech;54;2;1;0;0;;;;2;31/08/2021 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Sampel;Indústria Automotiva;54;1;0;0;1;;;24/06/2021 20:59;0;;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Packing Group;Embalagens;54;1;1;0;0;;;;0;;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Flash Courier;Logistica;54;1;2;0;0;800;800;;0;30/10/2020 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Blue Health;Dental & Medical devices (produção e distribuição);54;0;4;1;0;175;175;;1;03/06/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Bexs;Fintech;54;2;1;0;0;;;;2;31/08/2021 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Terra Nova;Distribuição Agro;54;0;0;0;0;;;;1;16/02/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Plié;Varejo Especializado;54;3;5;1;0;400;400;;0;25/02/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Benner;IT Services;54;1;2;1;1;500;500;16/12/2021 10:27;0;11/02/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;DMCard 2020;Meios de Pagamento;54;1;1;0;0;200;200;;1;14/04/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Pet Society;Pet (Indústria e Varejo);54;1;0;0;0;100;100;;0;;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Adeste 2021;Industria e distribuição de Químicos & Ingredientes;54;1;2;0;0;;;;0;01/12/2021 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Belenus;Materiais Básicos e Produtos para Construção (Indústria e Varejo);54;0;2;1;0;500;500;;0;;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;PHB Solar;Energia;54;0;1;0;0;;;;0;;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Doce Mineiro;Lácteos. sorvetes e refrigerados;54;1;1;0;0;;;;0;;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Aldo;Distribuição industrial;54;2;2;0;1;;;11/06/2020 16:34;2;10/12/2021 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Suhai 2020;Seguradoras & Corretoras de Seguros;54;0;0;0;1;;;22/02/2021 10:08;0;;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Barrfab;Dental & Medical devices (produção e distribuição);54;0;4;1;0;175;175;;1;03/06/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Algar Tech 2021;IT Services;54;1;2;1;1;500;500;16/12/2021 10:27;0;11/02/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Belenus;Materiais Básicos e Produtos para Construção (Indústria e Varejo);54;0;2;1;0;500;500;;0;;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Skala;Produtos de Uso Pessoal e Cosméticos;54;2;0;0;1;600;600;06/10/2021 14:45;0;15/10/2021 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Cedro Tech;Software;54;0;3;2;0;350;350;;2;04/04/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Luft;Logistica;54;1;2;0;0;800;800;;0;30/10/2020 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Almeida Prado;Indústria Farmacêutica;54;0;1;1;0;250;250;;0;;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Pacífico Sul;Varejo Especializado;54;3;5;1;0;400;400;;0;25/02/2022 00:00;rgalvao@aconinvestments.com;false
Acon Investments;Asset Management;Squadra IT;IT Services;54;1;2;1;1;500;500;16/12/2021 10:27;0;11/02/2022 00:00;rgalvao@aconinvestments.com;false
Acre Venture Partners;Agritech;Zeus Agrotech;Agricultura de precisão/implementos;1;0;1;0;0;200;200;;0;;;false
Acron Group;Nutrição animal;Café Brasil;Mercearia Seca. Condimentos e Produtos Saudáveis;8;1;1;0;0;;;;0;;santacruz@acron.com;false
Acron Group;Nutrição animal;Café Brasil 2021;Fertilizantes & Defensivos;8;1;1;0;0;412.5;325;;1;03/02/2022 00:00;santacruz@acron.com;false
Acron Group;Nutrição animal;Embrafós;Fertilizantes & Defensivos;8;1;1;0;0;412.5;325;;1;03/02/2022 00:00;santacruz@acron.com;false
Acron Group;Nutrição animal;Desempar;Distribuição Agro;8;0;1;0;0;;;;1;16/02/2022 00:00;santacruz@acron.com;false
Acron Group;Nutrição animal;BR Fertil 2021;Fertilizantes & Defensivos;8;1;1;0;0;412.5;325;;1;03/02/2022 00:00;santacruz@acron.com;false
Acron Group;Nutrição animal;Microxisto;Fertilizantes & Defensivos;8;1;1;0;0;412.5;325;;1;03/02/2022 00:00;santacruz@acron.com;false
Acron Group;Nutrição animal;Fertgrow;Fertilizantes & Defensivos;8;1;1;0;0;412.5;325;;1;03/02/2022 00:00;santacruz@acron.com;false
Acron Group;Nutrição animal;Hinove;Fertilizantes & Defensivos;8;1;1;0;0;412.5;325;;1;03/02/2022 00:00;santacruz@acron.com;false
Across Capital;SaaS - Generalistas;Zanthus;Software;1;0;1;0;0;150;150;;0;04/04/2022 00:00;;false
Actinver;Asset Management;Angá Asset Management;Asset Management;1;0;1;0;0;300;300;;0;23/06/2022 00:00;dtarrats@actinver.com.mx;true
Actionline;Serviços Terceirizados (limpeza. segurança e catering);Liderança;Serviços de Engenharia e TIC;2;0;1;0;0;;;;1;27/04/2022 00:00;eduardo.perez@actionline.com.br;false
Actionline;Serviços Terceirizados (limpeza. segurança e catering);Grupo Services;Serviços Terceirizados (limpeza. segurança e catering);2;0;0;0;0;;;;0;24/06/2022 00:00;eduardo.perez@actionline.com.br;true
Actis;Asset Management;Vortx;Fintech;6;2;2;0;1;;;30/10/2020 08:42;1;31/08/2021 00:00;gpinheiro@act.is;false
Actis;Asset Management;Parque das Flores;Dental & Medical devices (produção e distribuição);6;0;1;0;0;150;150;;0;03/06/2022 00:00;gpinheiro@act.is;false
Actis;Asset Management;Suhai 2020;Seguradoras & Corretoras de Seguros;6;0;0;0;0;;;;0;;gpinheiro@act.is;false
Actis;Asset Management;Aldo;Distribuição industrial;6;0;1;0;0;;;;1;10/12/2021 00:00;gpinheiro@act.is;false
Actis;Asset Management;Piramidal 2020;Industria e distribuição de Químicos & Ingredientes;6;0;1;0;0;;;;0;01/12/2021 00:00;gpinheiro@act.is;false
Actis;Asset Management;Bexs;Fintech;6;2;2;0;1;;;30/10/2020 08:42;1;31/08/2021 00:00;gpinheiro@act.is;false
Acuant;;FULLFace;Software;1;0;1;1;0;50;50;;0;04/04/2022 00:00;;false
Acuity Brands;Energia;Clamper;Indústria Pesada. Máquinas e Equipamentos;1;0;1;0;0;300;300;;0;06/05/2021 00:00;pete.shannin@acuitybrands.com;false
Ad Shopping Center;Supermercados e Atacadistas;Alphaville - Asset Deal;Multi-family;1;0;1;0;0;;;;0;;;false
Adama;Fertilizantes & Defensivos;Bioagro;Distribuição Agro;6;0;1;0;0;;;;1;16/02/2022 00:00;dafna.cohenasher@adama.com;false
Adama;Fertilizantes & Defensivos;BioRural;Fertilizantes & Defensivos;6;0;0;0;0;350;350;;1;03/02/2022 00:00;dafna.cohenasher@adama.com;true
Adama;Fertilizantes & Defensivos;Café Brasil;Mercearia Seca. Condimentos e Produtos Saudáveis;6;0;1;0;0;;;;0;;dafna.cohenasher@adama.com;false
Adama;Fertilizantes & Defensivos;Microxisto;Fertilizantes & Defensivos;6;0;0;0;0;350;350;;1;03/02/2022 00:00;dafna.cohenasher@adama.com;true
Adama;Fertilizantes & Defensivos;Desempar;Distribuição Agro;6;0;1;0;0;;;;1;16/02/2022 00:00;dafna.cohenasher@adama.com;false
Adama;Fertilizantes & Defensivos;Maian;Industria e distribuição de Químicos & Ingredientes;6;0;1;0;0;;;;0;01/12/2021 00:00;dafna.cohenasher@adama.com;false
Adami;Embalagens;Artefama 2021;Materiais Básicos e Produtos para Construção (Indústria e Varejo);3;0;2;0;0;150;150;;0;;hideo@adami.com.br;false
Adami;Embalagens;PCE Embalagens;Embalagens;3;0;1;0;0;300;300;;0;;hideo@adami.com.br;true
Adami;Embalagens;Renar Móveis;Materiais Básicos e Produtos para Construção (Indústria e Varejo);3;0;2;0;0;150;150;;0;;hideo@adami.com.br;false
Adams Street;Asset Management;Doce Mineiro;Lácteos. sorvetes e refrigerados;1;0;1;0;0;;;;0;;jdiehl@adamsstreetpartners.com;false
Adar;Varejo Especializado;Jangadeiro Têxtil;Materiais Básicos e Produtos para Construção (Indústria e Varejo);1;0;0;0;0;300;300;;0;;;false
Adastria;Varejo Especializado;Pacífico Sul;Varejo Especializado;1;0;0;0;0;;;;0;25/02/2022 00:00;t.fukuda@adastria.co.jp;true
Adecco;;AfferoLab;Consulting;2;0;1;0;0;;;;1;31/03/2022 00:00;jose.alcantara@adeccogroup.com;false
Adecco;;K21;IT Services;2;1;1;0;0;100;100;;0;11/02/2022 00:00;jose.alcantara@adeccogroup.com;false
Adecoagro;Fertilizantes & Defensivos;Celena;Agricultura/Produção;2;0;1;0;0;200;200;;0;;lberridi@adecoagro.com;false
Adecoagro;Fertilizantes & Defensivos;Usina Santa Isabel;Açucar e Álcool;2;0;0;0;0;;;;0;;lberridi@adecoagro.com;false
Adeka Corporation;Industria e distribuição de Químicos & Ingredientes;Adfert;Fertilizantes & Defensivos;2;0;1;0;0;300;300;;0;03/02/2022 00:00;;false
Adeka Corporation;Industria e distribuição de Químicos & Ingredientes;Azevedo Óleos;Mercearia Seca. Condimentos e Produtos Saudáveis;2;0;0;0;0;450;450;;0;;;false
Adeo;;K21;IT Services;1;0;1;0;0;100;100;;0;11/02/2022 00:00;;false
Adidas;Varejo Especializado;TM1;Marketing Services;2;0;0;0;0;120;120;;0;26/05/2021 00:00;;false
Adidas;Varejo Especializado;Ei Beleza;Produtos de Uso Pessoal e Cosméticos;2;0;1;0;0;100;100;;0;15/10/2021 00:00;;false
Adisseo;Nutrição animal;Rancho Alegre;Nutrição animal;1;0;1;0;0;;;;0;;Guy.Harari@adisseo.com;true
Adm do Brasil Ltda.;Mercearia Seca. Condimentos e Produtos Saudáveis;Doce Mineiro;Lácteos. sorvetes e refrigerados;5;0;1;0;0;;;;0;;bruno.bello@adm.com;false
Adm do Brasil Ltda.;Mercearia Seca. Condimentos e Produtos Saudáveis;Emal;Fertilizantes. especiais. químicos e sementes OLD;5;0;1;0;0;;;;1;23/03/2021 00:00;bruno.bello@adm.com;false
Adm do Brasil Ltda.;Mercearia Seca. Condimentos e Produtos Saudáveis;Coco do Vale;Bebidas;5;0;1;0;0;;;;0;21/09/2021 00:00;bruno.bello@adm.com;false
Adm do Brasil Ltda.;Mercearia Seca. Condimentos e Produtos Saudáveis;Nanovetores 2020;Industria e distribuição de Químicos & Ingredientes;5;0;0;0;0;;;;0;01/12/2021 00:00;bruno.bello@adm.com;false
Adm do Brasil Ltda.;Mercearia Seca. Condimentos e Produtos Saudáveis;Rancho Alegre;Nutrição animal;5;0;0;0;0;;;;0;;bruno.bello@adm.com;false
Adobe;;E-Commerce Brasil;Consulting;1;0;1;0;0;40;40;;0;31/03/2022 00:00;;false
Advance Auto Parts;Varejo Especializado;Pneubrás;Varejo Especializado;2;0;0;0;0;400;400;;0;25/02/2022 00:00;;true
Advance Auto Parts;Varejo Especializado;Imdepa;Distribuição industrial;2;0;0;0;0;150;150;;0;10/12/2021 00:00;;false
Advanced Computer Software;IT Services;Arklok;Locação de Ativos;1;0;0;0;0;120;120;;0;;stefan.hiscock@oneadvanced.com;false
Advanced Drainage Systems;Industria e distribuição de Químicos & Ingredientes;Plastilit SA;Industria e distribuição de Químicos & Ingredientes;4;0;2;0;0;;;;1;01/12/2021 00:00;mike.higgins@ads-pipe.com;true
Advanced Drainage Systems;Industria e distribuição de Químicos & Ingredientes;FGS;Industria e distribuição de Químicos & Ingredientes;4;0;2;0;0;;;;1;01/12/2021 00:00;mike.higgins@ads-pipe.com;true
Advanced Drainage Systems;Industria e distribuição de Químicos & Ingredientes;PHB Solar;Energia;4;0;1;0;0;;;;0;;mike.higgins@ads-pipe.com;false
Advanced Drainage Systems;Industria e distribuição de Químicos & Ingredientes;Plastilit SA;Industria e distribuição de Químicos & Ingredientes;4;0;2;0;0;;;;1;01/12/2021 00:00;mike.higgins@ads-pipe.com;true
Advanced Energy Industries;Serviços de Engenharia e TIC;Automalógica;Serviços de Engenharia e TIC;1;0;0;0;0;120;120;;0;27/04/2022 00:00;;true
Advania;;Framework;IT Services;1;0;1;0;0;200;200;;0;11/02/2022 00:00;;false
Advent;Asset Management;Sampel;Indústria Automotiva;51;1;1;0;0;;;;0;;asandes@adventinternational.com.br;false
Advent;Asset Management;Track & Field;Varejo Especializado;51;1;3;1;0;;;;0;25/02/2022 00:00;asandes@adventinternational.com.br;false
Advent;Asset Management;Angá Asset Management;Asset Management;51;3;8;5;0;284.29;250;;3;23/06/2022 00:00;asandes@adventinternational.com.br;true
Advent;Asset Management;Grupo Services;Serviços Terceirizados (limpeza. segurança e catering);51;1;3;1;0;700;700;;1;24/06/2022 00:00;asandes@adventinternational.com.br;false
Advent;Asset Management;Parque das Flores;Dental & Medical devices (produção e distribuição);51;1;3;1;0;166.67;150;;1;03/06/2022 00:00;asandes@adventinternational.com.br;false
Advent;Asset Management;Adeste 2021;Industria e distribuição de Químicos & Ingredientes;51;2;2;1;0;120;120;;0;01/12/2021 00:00;asandes@adventinternational.com.br;false
Advent;Asset Management;GTIS Partners;Asset Management;51;3;8;5;0;284.29;250;;3;23/06/2022 00:00;asandes@adventinternational.com.br;true
Advent;Asset Management;Locar 2020;Locação de Ativos;51;0;1;0;0;500;500;;0;;asandes@adventinternational.com.br;false
Advent;Asset Management;Clamper;Indústria Pesada. Máquinas e Equipamentos;51;0;2;0;0;750;750;;0;06/05/2021 00:00;asandes@adventinternational.com.br;false
Advent;Asset Management;Packing Group;Embalagens;51;0;1;1;0;600;600;;0;;asandes@adventinternational.com.br;false
Advent;Asset Management;Sorocaps;Indústria Farmacêutica;51;0;1;1;0;200;200;;0;;asandes@adventinternational.com.br;false
Advent;Asset Management;Absolute Investimentos;Asset Management;51;3;8;5;0;284.29;250;;3;23/06/2022 00:00;asandes@adventinternational.com.br;true
Advent;Asset Management;Sankhya;Software;51;1;1;0;0;600;600;;1;04/04/2022 00:00;asandes@adventinternational.com.br;false
Advent;Asset Management;Belenus;Materiais Básicos e Produtos para Construção (Indústria e Varejo);51;0;0;0;0;500;500;;0;;asandes@adventinternational.com.br;false
Advent;Asset Management;Skala;Produtos de Uso Pessoal e Cosméticos;51;1;0;0;1;800;800;15/10/2021 17:51;0;15/10/2021 00:00;asandes@adventinternational.com.br;false
Advent;Asset Management;Aldo;Distribuição industrial;51;1;2;1;0;;;;2;10/12/2021 00:00;asandes@adventinternational.com.br;false
Advent;Asset Management;Kiko's;Varejo Especializado;51;1;3;1;0;;;;0;25/02/2022 00:00;asandes@adventinternational.com.br;false
Advent;Asset Management;Trademaster;Fintech;51;1;2;1;0;;;;1;31/08/2021 00:00;asandes@adventinternational.com.br;false
Advent;Asset Management;Lola Cosmetics;Produtos de Uso Pessoal e Cosméticos;51;1;0;0;1;800;800;15/10/2021 17:51;0;15/10/2021 00:00;asandes@adventinternational.com.br;false
Advent;Asset Management;Blue Health;Dental & Medical devices (produção e distribuição);51;1;3;1;0;166.67;150;;1;03/06/2022 00:00;asandes@adventinternational.com.br;false
Advent;Asset Management;Kawa;Asset Management;51;3;8;5;0;284.29;250;;3;23/06/2022 00:00;asandes@adventinternational.com.br;true
Advent;Asset Management;CDF;Serviços Terceirizados (limpeza. segurança e catering);51;1;3;1;0;700;700;;1;24/06/2022 00:00;asandes@adventinternational.com.br;false
Advent;Asset Management;Bexs;Fintech;51;1;2;1;0;;;;1;31/08/2021 00:00;asandes@adventinternational.com.br;false
Advent;Asset Management;Algar Tech 2021;IT Services;51;1;0;0;0;800;800;;0;11/02/2022 00:00;asandes@adventinternational.com.br;false
Advent;Asset Management;Halipar;Restaurantes & Delivery;51;0;1;0;0;200;200;;0;;asandes@adventinternational.com.br;false
Advent;Asset Management;DMCard 2020;Meios de Pagamento;51;1;1;0;0;350;350;;1;14/04/2022 00:00;asandes@adventinternational.com.br;false
Advent;Asset Management;Doce Mineiro;Lácteos. sorvetes e refrigerados;51;1;1;0;0;;;;0;;asandes@adventinternational.com.br;false
Advent;Asset Management;Escola Conquer;Ensino Superior;51;1;1;0;0;50;50;;1;01/07/2021 00:00;asandes@adventinternational.com.br;false
Advent;Asset Management;RBR Asset;Asset Management;51;3;8;5;0;284.29;250;;3;23/06/2022 00:00;asandes@adventinternational.com.br;true
Advent;Asset Management;Raccoon;Marketing Services;51;1;0;0;0;200;200;;1;26/05/2021 00:00;asandes@adventinternational.com.br;false
Advent;Asset Management;Piticas;Varejo Especializado;51;1;3;1;0;;;;0;25/02/2022 00:00;asandes@adventinternational.com.br;false
Advent;Asset Management;Suhai 2020;Seguradoras & Corretoras de Seguros;51;0;0;0;0;;;;0;;asandes@adventinternational.com.br;false
Advent;Asset Management;Appmax;Meios de Pagamento;51;1;1;0;0;350;350;;1;14/04/2022 00:00;asandes@adventinternational.com.br;false
